disposition,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
CONFIRMED,7.37442,,2.67,12.6,39.6,639.0,4507.0,0.68,0.69,-0.04,4.6
CONFIRMED,7.374689,,3.0,,,,,0.7,,,
CONFIRMED,7.37426,,2.45,,,,,0.582,,,
CONFIRMED,7.374694,0.0668,2.78,,,653.0,4648.0,0.68,0.73,-0.11,4.64
CONFIRMED,7.3744828,,,,,,4681.0,0.667422,0.705681,-0.23,4.69
CONFIRMED,2.849883,,1.3643987,,,,5233.0,0.791736,0.860208,-0.04,4.71
CONFIRMED,2.85,,,,,,5017.84,0.807647,0.834,-0.01,4.54479
CONFIRMED,2.85009,,1.38,,,,,0.8,,,
CONFIRMED,1.059806,,1.47,,,,,0.92,,,
CONFIRMED,1.05979,,1.40006712,,,,5507.0,0.878161,0.956055,0.13,4.68
CONFIRMED,22.779878,,3.28568401,,,,5507.0,0.878161,0.956055,0.13,4.68
CONFIRMED,22.7768,,3.39,,,,,0.92,,,
CONFIRMED,4700.0,4.11,,368.6809521,,,,,0.574,,
CONFIRMED,4700.0,4.16,,349.6112477,,,,,0.584,,
CONFIRMED,3.405164,,2.30165603,,,,5491.0,0.910685,0.971461,0.27,4.55
CONFIRMED,3.405087,,2.31,,,,,0.923,,,
CONFIRMED,9.695101,,1.37068602,,,,5000.0,0.762994,0.793531,-0.07,4.43
CONFIRMED,9.6897,,1.37,,,,,0.776,,,
CONFIRMED,9.6952,0.0824,1.26549392,,,738.4,5026.0,0.765,0.793,-0.021,4.57
CONFIRMED,7.05647,,2.76,,,,,1.09,,,
CONFIRMED,7.055908,0.0738,3.17214154,,,1148.0,5783.0,1.253,1.076,0.21,4.273
CONFIRMED,7.055784,,3.04584393,,,,5755.0,1.177665,1.009256,0.07,4.23
CONFIRMED,26.682,,2.209,,,,,1.197,,,
CONFIRMED,26.672263,,1.99552771,,,,5890.0,1.077574,0.951027,-0.26,4.25
CONFIRMED,18.294549,,2.79522879,,,,5043.0,0.758046,0.789481,-0.14,4.46
CONFIRMED,12.4904,,3.59,,,,,0.929,,,
CONFIRMED,12.48749,,2.60585269,,,,5522.0,0.928158,0.941851,0.11,4.41
CONFIRMED,4.190948,,1.67866113,,,,5582.0,0.862368,0.925184,-0.11,4.62
CONFIRMED,4.19097,0.04878,1.67462172,,,1122.0,5500.0,0.872,0.881,-0.064,4.503
CONFIRMED,4.19121,,1.75,,,,,0.889,,,
CONFIRMED,2.080615,,0.86850263,,,,4720.0,0.712365,0.74479,-0.06,4.46
CONFIRMED,9.32414,0.0731,1.59,,11.0,500.0,4043.0,0.6,0.64,-0.11,
CONFIRMED,9.32448,,1.7,,,,,0.576,,,
CONFIRMED,9.325038,0.076,1.84,,10.0,,4222.06,0.646783,0.676023,,
CONFIRMED,9.3251498,,1.89,,,,4024.0,0.6,,,
CONFIRMED,9.32389,0.0699,1.25,,10.0,,4006.0,0.46,0.523,,4.828
CONFIRMED,15.50192,0.107,2.49,,5.1,,4222.06,0.646783,0.676023,,
CONFIRMED,15.50195,,2.17,,,,,0.576,,,
CONFIRMED,15.5012,0.1026,1.92,,5.6,420.0,4043.0,0.6,0.64,-0.11,
CONFIRMED,15.4941223,,,,,,4047.0,0.654523,0.63,,4.60556
CONFIRMED,15.50116,0.098,1.53,,5.09,,4006.0,0.46,0.523,,4.828
CONFIRMED,15.504102,,2.29,,,,4024.0,0.6,,,
CONFIRMED,0.57023,,0.86,,,,5500.0,0.89,,0.0,4.6
CONFIRMED,0.570233,,0.81864346,,,,5396.0,0.85179,0.911717,0.05,4.55
CONFIRMED,0.669558,,1.37466396,,,,5221.0,0.815727,0.881912,0.11,4.6
CONFIRMED,0.669532,,1.3,,,,5360.0,0.79,,-0.04,4.7
CONFIRMED,0.669561,0.01419,1.33162691,,,1873.0,5117.0,0.818,0.851,0.134,4.543
CONFIRMED,0.669573,,1.44,,,,,0.839,,,
CONFIRMED,9.79546,,2.57,,,,,0.648,,,
CONFIRMED,9.79551,0.0785,2.52,,,542.0,4272.0,0.65,0.67,0.03,4.64
CONFIRMED,9.795653526,,2.82375991,,21.964,552.14,4147.0,0.706632,,,4.55
CONFIRMED,9.7954,,2.39257704,,,,4349.0,0.598075,0.621928,-0.33,4.72
CONFIRMED,9.795647,,2.65,,,,4349.0,0.678,0.622,,4.72
CONFIRMED,9.795546,,2.6,,,,,0.67,,,
CONFIRMED,8.13087,,1.51398464,,,,5794.0,1.20424,1.069596,0.25,4.25
CONFIRMED,8.596802,0.0834,2.43,,,1006.0,5854.0,1.27,1.05,0.05,4.25
CONFIRMED,8.59656,,2.51,,238.0,1001.0,5875.0,1.236,1.03,0.04,4.28
CONFIRMED,8.59627,,2.6,,,,,1.251,,,
CONFIRMED,8.596724,,2.5,,,,,1.29,,,
CONFIRMED,8.596531,,2.21567504,,,,5768.0,1.123168,1.022196,0.12,4.27
CONFIRMED,8.26947,,2.63,,,,,1.0807,,,
CONFIRMED,8.269648,,2.12381238,,,,5704.0,0.974398,0.999987,0.11,4.41
CONFIRMED,2.1748,0.028,1.75,8.0,248.0,1103.0,4503.0,0.72,0.7,0.0,4.57
CONFIRMED,2.174789,,1.66,6.1,207.0,967.0,4495.0,0.699,0.72,0.08,4.6
CONFIRMED,2.174789,,1.67844825,,,,4591.0,0.665648,0.699496,-0.18,4.59
CONFIRMED,2.1747824,,1.79105,,174.942,1013.0,4542.0,0.71,,,4.58
CONFIRMED,2.174829,,1.63,,,,,0.638,,,
CONFIRMED,2.174769,,1.7,,,,,0.71,,,
CONFIRMED,2.174782,0.0298,1.63,,,992.0,4658.0,0.69,0.74,-0.06,4.63
CONFIRMED,14.074524,,3.57854073,,,,5967.0,1.333718,1.102661,0.04,4.17
CONFIRMED,14.0721,,3.36,,,,,1.278,,,
CONFIRMED,8.68055,,2.79,,,,,1.102,,,
CONFIRMED,8.679885,,2.56948149,,,,5757.0,1.008231,1.047488,0.25,4.45
CONFIRMED,3.9009,,1.47,,,,,1.321,,,
CONFIRMED,3.901287,,1.34762583,,,,5753.0,1.189232,1.021545,0.13,4.23
CONFIRMED,6.66767,,1.43839723,,,,5753.0,1.189232,1.021545,0.13,4.23
CONFIRMED,6.6674,,1.66,,,,,1.321,,,
CONFIRMED,11.137278,,2.57634456,,,,5753.0,1.189232,1.021545,0.13,4.23
CONFIRMED,11.13878,,2.84,,,,,1.321,,,
CONFIRMED,0.381078,0.009,4.75,,737.9,,3879.18,0.581569,0.595292,,
CONFIRMED,0.381078,0.0088,2.5,444.962,,2100.0,3830.0,0.57,0.6,0.03,4.65
CONFIRMED,0.381073,,2.3,,,,3879.0,0.58,,0.032,4.7
CONFIRMED,0.3810654,,5.4,,,,,0.64,,,
CONFIRMED,0.381087,,4.31,,,,3830.0,0.54,,0.03,4.65
CONFIRMED,0.38107852,,4.61,,,,3892.0,0.57,,,
CONFIRMED,1.143201,0.01604,3.0,,114.0,,3865.0,0.382,0.421,,4.886
CONFIRMED,13.683038,,2.3,,,,,0.99,,,
CONFIRMED,13.68275,,2.62,,,,,1.056,,,
CONFIRMED,13.68186,,2.37,,79.7,761.0,5612.0,1.026,0.91,-0.05,4.45
CONFIRMED,13.682511,,2.21473364,,,,5599.0,0.929546,0.959636,0.06,4.43
CONFIRMED,13.683256,0.1104,2.39,,,758.0,5660.0,1.02,0.96,0.04,4.4
CONFIRMED,2.398982,,1.98,,,,,1.0711,,,
CONFIRMED,2.399094,,1.67890272,,,,5716.0,0.947599,1.010842,0.13,4.57
CONFIRMED,15.386796,,2.1,,,,,0.96,,,
CONFIRMED,15.38857,0.1206,2.35,8.7,96.0,871.0,5942.0,1.115,0.989,-0.315,
CONFIRMED,15.3863,,2.41,5.7,98.0,801.0,5961.0,1.093,0.92,-0.25,4.33
CONFIRMED,15.38866066,,2.53826377,,87.1069,779.17,6101.0,1.0623,,,4.44514
CONFIRMED,15.387063,0.1211,2.39,,,801.0,6058.0,1.09,1.0,-0.21,4.37
CONFIRMED,15.388825,,2.22325951,,,,5934.0,1.040375,0.950497,-0.3,4.29
CONFIRMED,0.50557,,0.90973766,,,,5859.0,1.013236,1.067005,0.19,4.54
CONFIRMED,0.50557,,0.89,,,,5859.0,1.0,,0.19,4.5
CONFIRMED,0.50565,0.0127,0.89,,,2271.0,5835.0,0.99,1.06,0.12,4.48
CONFIRMED,4.56327,0.0549,1.57,,,1091.0,5835.0,0.99,1.06,0.12,4.48
CONFIRMED,4.564169,,1.6195921,,,,5859.0,1.013236,1.067005,0.19,4.54
CONFIRMED,4.562546,,1.5,,,,5859.0,1.0,,0.19,4.5
CONFIRMED,4.478591,,1.66378993,,,,5614.0,0.839998,0.902181,-0.22,4.63
CONFIRMED,4.47904,0.0516,1.56,,,1002.0,5620.0,0.84,0.91,-0.19,4.55
CONFIRMED,10.09607,,2.5054075,,,,,,,,
CONFIRMED,10.09489,0.0886,2.41,,,764.0,5620.0,0.84,0.91,-0.19,4.55
CONFIRMED,15.8723,0.1409,3.60929179,,,923.0,5520.0,1.7,1.482,0.486,4.148
CONFIRMED,15.871455,,2.66099554,,,,5733.0,1.209303,1.114596,0.47,4.26
CONFIRMED,15.87209,0.134,3.49,,,902.0,5742.0,1.7,1.27,0.38,4.08
CONFIRMED,3.27109,0.04095,1.53899305,,,1187.0,5288.0,0.889,0.856,-0.05,4.473
CONFIRMED,3.27108,0.0413,1.54,,,1120.0,5424.0,0.91,0.88,-0.03,4.47
CONFIRMED,3.271106,,1.48696454,,,,5397.0,0.82447,0.885981,-0.08,4.62
CONFIRMED,13.621832,,1.66551298,,,,5673.0,0.890666,0.950811,-0.1,4.58
CONFIRMED,2.69828,0.0338,1.21,,,914.0,4715.0,0.65,0.71,-0.25,4.66
CONFIRMED,2.698368,,1.38434336,,,,4764.0,0.699017,0.742115,-0.13,4.67
CONFIRMED,0.584,,1.197,2.49,,,5185.0,0.781,0.804,-0.06,4.56
CONFIRMED,0.58426,0.0131,1.14,,,1818.0,5315.0,0.79,0.87,-0.09,4.59
CONFIRMED,0.58424,,1.2547759,,,,5231.0,0.801878,0.85791,-0.03,4.59
CONFIRMED,0.584216,,1.0,,,,5315.0,0.79,,-0.09,4.6
CONFIRMED,0.584272,,1.26,2.55,2290.0,1763.0,5163.0,0.774,0.84,0.04,4.53
CONFIRMED,0.584249,0.012888,1.164,2.59,,1960.0,5185.0,0.793,0.837,-0.06,4.56
CONFIRMED,8.32801,,2.16480482,,,,5231.0,0.801878,0.85791,-0.03,4.59
CONFIRMED,8.3262,,2.04,7.0,66.0,727.0,5163.0,0.774,0.84,0.04,4.53
CONFIRMED,8.32834,0.07577,2.12,21.3,,800.0,5185.0,0.793,0.837,-0.06,4.56
CONFIRMED,8.32727,0.0769,2.03,,,750.0,5315.0,0.79,0.87,-0.09,4.59
CANDIDATE,31.0,,2.65,,,522.0,,,,,
CONFIRMED,2.86041,0.0409,1.96,,,1529.0,5945.0,1.39,1.11,0.1,4.2
CONFIRMED,2.860636,,1.93420564,,,,6002.0,1.181244,1.1312,0.21,4.29
CONFIRMED,13.841901,,2.5,,,,5695.0,0.95,1.01,0.14,4.48
CONFIRMED,13.84457,,2.79,,,,,1.0306,,,
CONFIRMED,11.168454,0.10356,11.209,126.49634,,1030.0,6154.0,1.161,1.188,0.1,4.379
CONFIRMED,11.168459,0.0991,11.859122,123.00021,,1001.0,5888.0,1.233,1.039,0.051,4.273
CONFIRMED,11.16844233,,,,,,6154.0,1.161,1.188,0.1,4.379
CONFIRMED,11.1684037,,12.77,,312.155,1171.0,5981.0,1.22,,,4.31
CONFIRMED,2.467583,0.03293,1.315,2.4,269.0,1127.0,4796.0,0.71,0.79,-0.082,4.53
CONFIRMED,2.46746,0.03317,1.398,,273.0,1040.0,4950.0,0.745,0.8,0.07,4.71
CONFIRMED,2.4675,0.03308,1.343,11.26,,1121.0,5033.0,0.71,0.79,-0.09,4.64
CONFIRMED,7.06024,0.0664,1.272,4.6,66.2,794.0,4796.0,0.71,0.79,-0.082,4.53
CONFIRMED,7.06005,0.06666,1.281,12.81,,790.0,5033.0,0.71,0.79,-0.09,4.64
CONFIRMED,7.06142,0.06687,1.335,,67.1,728.0,4950.0,0.745,0.8,0.07,4.71
CONFIRMED,24.3681,0.1516,2.363,10.3,12.7,525.0,4796.0,0.71,0.79,-0.082,4.53
CONFIRMED,24.3662,0.1527,2.64,,12.9,482.0,4950.0,0.745,0.8,0.07,4.71
CONFIRMED,24.36543,,,,,,4950.0,0.745,0.8,0.07,4.71
CONFIRMED,24.3645,0.15224,2.358,21.14,,523.0,5033.0,0.71,0.79,-0.09,4.64
CONFIRMED,2.1805338,,,,,,,,,,
CONFIRMED,2.180527713,,16.80885305,,1770.4651,1654.4,6599.0,1.27146,,,4.21017
CONFIRMED,2.18056,0.037,18.49485,508.528,,1884.0,6257.0,1.43,1.28,0.14,4.24
CONFIRMED,2.18053539,0.03558,16.19697711,433.2001187,1860.0,1828.0,6360.0,1.261,1.263,0.137,4.339
CONFIRMED,2.1805577,0.0353,18.405178,392.83788,,1838.0,6099.0,1.38,1.23,0.0,4.27
CONFIRMED,2.1805577,,,,,,6099.0,1.38,1.23,0.0,4.27
CONFIRMED,2.18053332,0.03552,16.06246934,434.153604,,1759.0,6180.0,1.236,1.256,0.337,4.353
CONFIRMED,2.18053435,,,,,,6257.0,1.43,1.28,0.14,4.24
CONFIRMED,2.180533,,,,,,6257.0,1.43,1.28,0.14,4.24
CONFIRMED,3.2046909,,,,,,5630.0,1.59,1.19,0.34,4.11
CONFIRMED,3.2047072,,,,,,5342.0,,,,
CONFIRMED,3.20466,0.046,14.5717,273.3338,,1587.0,5630.0,1.59,1.19,0.34,4.11
CONFIRMED,5.24,0.0441,1.1,,,502.0,3420.0,0.36,0.4,-0.1,4.9
CONFIRMED,7.775,0.0576,1.0,,,427.0,3420.0,0.36,0.4,-0.1,4.9
CONFIRMED,10.115,0.0685,1.1,,,399.0,3420.0,0.36,0.4,-0.1,4.9
CONFIRMED,20.88977,,5.4,19.0,52.0,686.0,5625.0,1.16,1.07,0.34,4.29
CONFIRMED,20.885016,,5.25597181,,,,5744.0,1.068173,1.095122,0.44,4.41
CONFIRMED,20.885075,,4.05,,,,5071.0,0.77,,,
CONFIRMED,20.88526,0.1577,7.07,,87.0,,5717.0,1.51,1.2,,4.157
CONFIRMED,20.8851,0.154,5.68,21.0,60.0,767.0,5743.0,1.21,1.12,0.42,4.29
CONFIRMED,20.8851,,5.68,19.8,,,5743.0,1.21,1.12,0.42,4.29
CONFIRMED,20.88977,,5.4,19.0,,,5625.0,1.16,1.07,0.34,4.29
CONFIRMED,20.88508,0.1542,5.83,,60.1,709.0,5743.0,1.21,1.12,0.42,4.29
CONFIRMED,20.88506,,5.94,,,,,1.249,,,
CONFIRMED,42.36342,0.2471,8.1,,23.4,560.0,5743.0,1.21,1.12,0.42,4.29
CONFIRMED,42.3633,,7.82,26.0,,,5743.0,1.21,1.12,0.42,4.29
CONFIRMED,42.3633,0.247,7.82,27.0,24.0,606.0,5743.0,1.21,1.12,0.42,4.29
CONFIRMED,42.363493,,5.59,,,,5071.0,0.77,,,
CONFIRMED,42.363982,,7.1178989,,,,5744.0,1.068173,1.095122,0.44,4.41
CONFIRMED,,,8.24,,,,,1.249,,,
CONFIRMED,42.3391,,7.5,15.4,,,5625.0,1.16,1.07,0.34,4.29
CONFIRMED,42.3391,,7.5,15.4,20.0,542.0,5625.0,1.16,1.07,0.34,4.29
CONFIRMED,42.36301,0.2527,9.8,,34.2,,5717.0,1.51,1.2,,4.157
CONFIRMED,6.034,0.0513,2.0,,,586.0,3810.0,0.54,0.58,-0.1,4.7
CONFIRMED,20.523,0.1159,1.8,,,389.0,3810.0,0.54,0.58,-0.1,4.7
CONFIRMED,26.8199,0.1567,2.55,,,507.0,5262.0,0.75,0.71,-0.44,4.54
CONFIRMED,6.51389,0.0494,2.54,,,416.0,3459.0,0.37,0.38,-0.01,4.89
CONFIRMED,11.54182,0.1087,2.17,,,1035.0,6570.0,1.39,1.29,-0.03,4.26
CONFIRMED,24.94598,0.1817,2.01,,,801.0,6570.0,1.39,1.29,-0.03,4.26
CONFIRMED,21.070201,,1.65007129,,,,5728.0,0.890903,,-0.2,4.51
CONFIRMED,21.06884,0.1418,1.75,,,638.0,5677.0,0.92,0.86,-0.29,4.44
CONFIRMED,11.89376,,2.67,,83.0,769.0,5942.0,0.956,0.88,-0.45,4.58
CONFIRMED,11.89307,0.0959,4.34,,,923.0,5793.0,1.25,0.83,-0.45,4.16
CONFIRMED,5.76918,0.0602,3.49,,,977.0,5610.0,0.94,0.87,-0.19,4.43
CONFIRMED,2.25021,0.0304,2.12,,,979.0,4667.0,0.69,0.74,-0.08,4.63
CONFIRMED,6.49424,0.0615,2.19,,,688.0,4667.0,0.69,0.74,-0.08,4.63
CONFIRMED,7.17256,0.0699,2.57,,,886.0,5528.0,0.92,0.88,-0.1,4.45
CONFIRMED,12.409,0.1151,2.79,,,1061.0,6504.0,1.57,1.32,0.04,4.16
CONFIRMED,3.48456248,,,,,,3180.0,0.295,0.294,0.15,
CONFIRMED,3.4845627,,,,,,3180.0,0.295,0.294,0.15,
CONFIRMED,3.484552,,3.43,,,,3180.0,0.295,0.294,0.15,
CONFIRMED,3.48456408,0.0287,3.44,24.5,9.91,494.0,3207.0,0.2932,0.2634,0.15,4.944
CONFIRMED,3.484554324,,4.20831932,,9.5041,447.81,3204.0,0.290216,,,4.93668
CONFIRMED,3.4843,,,,,,3204.0,0.290216,0.265494,,4.93668
CONFIRMED,4.01392,0.04606,2.71257333,,,1003.0,5003.0,0.797,0.809,-0.02,4.544
CONFIRMED,4.01457,0.0459,2.44,,,958.0,5172.0,0.81,0.8,-0.09,4.53
CONFIRMED,9.30075,0.0694,2.35,,,437.0,3717.0,0.49,0.52,-0.04,4.76
CONFIRMED,13.81513,0.1041,1.74,,,639.0,5152.0,0.82,0.79,-0.09,4.5
CONFIRMED,4.00357733,,12.96278785,,365.8185,1115.41,5318.0,1.08492,,,4.33106
CONFIRMED,4.00167,0.0506,12.67,,,1238.0,6027.0,1.1,1.08,0.0,4.39
CONFIRMED,4.09639,0.0448,1.63,,,791.0,4629.0,0.67,0.71,-0.14,4.64
CONFIRMED,12.11839,0.0923,2.19,,,551.0,4629.0,0.67,0.71,-0.14,4.64
CONFIRMED,1.96417,0.0274,2.9,,,1034.0,4676.0,0.69,0.71,-0.14,4.62
REFUTED,5.52011,0.0578,2.63,,,845.0,5219.0,0.78,0.84,-0.1,4.58
CONFIRMED,1.60588,0.0216,0.83,,,789.0,3725.0,0.5,0.52,-0.03,4.76
CONFIRMED,19.0921,0.149,3.0,,,831.0,6351.0,1.31,1.21,0.01,4.29
CONFIRMED,15.48043,0.1271,2.32,,,795.0,6059.0,1.13,1.14,0.16,4.39
CONFIRMED,15.482399,,2.09663798,,,,5928.0,1.077775,,0.23,4.42
CONFIRMED,14.5662,0.0945,2.58,,5.28,,3769.0,0.51,0.53,,4.749
CONFIRMED,,,3.55068952,,0.0279,104.26,3683.0,0.515263,,,4.72407
CONFIRMED,14.56594,,,,,,3683.0,0.515263,0.512936,,4.72407
CONFIRMED,14.568101,,2.47,,,,,0.52,,-0.13,
CONFIRMED,14.5665,0.0962,2.67,,5.8,430.0,3785.0,0.52,0.56,-0.13,
CONFIRMED,14.567025,,2.79,,,,3731.0,0.51,,,
CONFIRMED,2.62669768,,,,,,6367.0,1.69,1.39,-0.14,4.15
CONFIRMED,2.6266658,,,,,,6367.0,1.69,1.39,-0.14,4.15
CONFIRMED,2.6266657,0.0404,17.396368,451.3186,,1957.0,6367.0,1.69,1.39,-0.14,4.15
CONFIRMED,2.6266983,,18.7969,,2520.03,1973.0,6475.0,1.77,,,4.0609
CONFIRMED,2.62669762,0.04392,18.41635529,546.66486,,2090.0,6860.0,1.755,1.637,0.334,4.161
CONFIRMED,2.6266974,,,,,,6367.0,1.69,1.39,-0.14,4.15
CONFIRMED,11.63395,,10.32,56.0,212.0,973.0,5478.0,1.679,1.09,0.35,4.02
CONFIRMED,11.63344,0.102,9.52765,70.87609,,1080.0,5537.0,1.65,1.1,0.36,4.21
CONFIRMED,11.633482,,,,,,,,,,
CONFIRMED,11.633478,0.1087,9.50521563,67.69745069,180.0,1030.0,5503.0,1.641,1.266,0.384,4.111
CONFIRMED,11.633478,0.1034,9.52763359,59.75174052,180.0,1046.0,5445.0,1.642,1.09,0.36,4.044
CONFIRMED,11.6334681,0.1086,9.26982704,68.96876432,,1036.0,5490.0,1.663,1.107,0.372,4.04
CONFIRMED,11.6334758,,,,,,5537.0,1.65,1.1,0.36,4.21
CONFIRMED,11.6332127,,10.264,,126.951,935.0,5287.7,1.73,,,3.88
CONFIRMED,11.63345,,,,,,5537.0,1.65,1.1,0.36,4.21
CONFIRMED,11.63344,,9.52763359,69.92224954,,,5537.0,1.669,1.105,0.36,4.21
CONFIRMED,50.818947,0.2573,2.41,14.8,,470.0,5368.0,0.85,0.88,-0.08,4.51
CONFIRMED,50.818947,0.2573,2.41,14.9,8.17,470.0,5368.0,0.85,0.88,-0.08,
CONFIRMED,50.8213,,2.18,,,,,0.879,,,
CONFIRMED,50.819331,,2.16538589,,,,5410.0,0.837459,,-0.04,4.58
CONFIRMED,5.840002,0.05023,2.231,,,496.0,3660.0,0.473,0.496,-0.013,4.783
CONFIRMED,5.83977,,2.27,,,489.0,3580.0,0.473,0.471,0.12,
CONFIRMED,19.66365,,2.77,,,326.0,3580.0,0.473,0.471,0.12,
CONFIRMED,19.660302,0.11283,2.668,,,331.0,3660.0,0.473,0.496,-0.013,4.783
CONFIRMED,2.36840828,,,,,,5394.0,0.930331,0.94,,4.47392
CONFIRMED,2.369193,,1.62,,,,5481.0,0.91,,,4.494
CONFIRMED,2.369019,,1.67,,,,,0.914,,,
CONFIRMED,2.369172,0.03376,1.71,6.54,,,5477.0,0.977,0.915,0.078,4.419
CONFIRMED,2.36902,0.03359,1.70824866,7.3418362,,1366.0,5420.0,0.92,0.901,0.033,4.465
CONFIRMED,2.369008,,1.66165565,,,,5509.0,0.889069,,0.07,4.49
CONFIRMED,2.3690438,,1.63,,,,5261.0,0.81,,,
CONFIRMED,2.36906,,1.676,4.6,592.0,1257.0,5435.0,0.924,0.9,0.05,4.47
CONFIRMED,0.658524,0.01306,3.3,11.26782377,879.5,1515.0,4285.0,0.703,0.686,-0.12,4.581
CONFIRMED,7.814,0.0679,0.705,0.29013072,32.4,664.5,4285.0,0.703,0.686,-0.12,4.581
CONFIRMED,14.69808003,,3.17788403,,16.3607,512.94,4362.0,0.733789,,,4.53943
CONFIRMED,14.6982,,,,,,4285.0,0.703,0.686,-0.12,4.581
CONFIRMED,14.697,0.1035,2.93,8.9,13.95,538.3,4285.0,0.703,0.686,-0.12,4.581
CONFIRMED,19.4834833,,3.54834332,,11.2355,466.95,4362.0,0.733789,,,4.53943
CONFIRMED,19.482,0.1249,2.73,14.3,9.581,490.1,4285.0,0.703,0.686,-0.12,4.581
CONFIRMED,2.151676,,1.5,,,1136.0,5106.0,0.78,0.84,0.03,4.58
CONFIRMED,2.15228,,1.61,,,,,0.773,,,
CONFIRMED,2.151894,0.0308,1.41,,,1121.0,5068.0,0.78,0.84,0.03,4.59
CONFIRMED,9.327527,,2.69,,,696.0,5106.0,0.78,0.84,0.03,4.58
CONFIRMED,9.325,,,,,,5035.99,0.801255,0.839,0.0848,4.55429
CONFIRMED,9.32705,,3.63,,,,,0.773,,,
CONFIRMED,9.33155684,,,,,,5035.99,0.801255,0.839,0.0848,4.55429
CONFIRMED,9.325429,,2.14,,,,,0.713,,,
CONFIRMED,9.3261,,3.1,,,,,0.78,,,
CONFIRMED,9.326841,0.0819,2.69,,,688.0,5068.0,0.78,0.84,0.03,4.59
CONFIRMED,4.52905,,1.85,,,,,0.773,,,
CONFIRMED,4.528598,,1.49,,,888.0,5106.0,0.78,0.84,0.03,4.58
CONFIRMED,6.131243,,1.33,,,801.0,5106.0,0.78,0.84,0.03,4.58
CONFIRMED,6.13174,,1.72,,,,,0.773,,,
CONFIRMED,26.27057,,2.23,,,492.0,5106.0,0.78,0.84,0.03,4.58
CONFIRMED,26.2678,,2.6,,,,,0.773,,,
CONFIRMED,4.144937,,1.4,,,,,1.28,,,
CONFIRMED,4.144,,,,,,6177.44,1.49612,1.18,-0.166,4.16002
CONFIRMED,4.145398,,1.1956395,,,,6035.0,1.309274,,-0.07,4.16
CONFIRMED,4.144965,0.0531,1.57,,,1429.0,6209.0,1.45,1.16,-0.08,4.18
CONFIRMED,6.771315,0.0703,5.36,,216.0,,5797.0,1.03,1.01,,4.42
CONFIRMED,6.77131,,5.77,,,991.0,5422.0,0.88,,-0.09,
CONFIRMED,6.77145,,4.45,29.1,,,5320.0,0.85,0.89,0.14,4.6
CONFIRMED,6.7713411,,5.07965,,144.17,965.0,5231.0,0.89,,,4.49
CONFIRMED,6.771375,,5.05,,,,,0.932,,,
CONFIRMED,6.771389,,4.58049508,,,,5368.0,0.855055,0.92012,0.15,4.58
CONFIRMED,6.771347,,4.74,30.2,116.0,836.0,5246.0,0.876,0.88,0.12,4.48
CONFIRMED,6.77093147,,,,,,5231.0,0.89254,0.89,0.13,4.4862
CONFIRMED,6.771315,0.06702,4.48,30.9,116.0,902.0,5248.0,0.885,0.866,0.13,4.48
CONFIRMED,6.7714021,,4.68,,,,5247.0,0.81,,,
CONFIRMED,1.543041,,1.5,,,,,0.82,,,
CONFIRMED,1.543452,,1.3,,,,,0.735,,,
CONFIRMED,1.543069,0.0247,1.38,,,1203.0,4877.0,0.77,0.85,0.26,4.59
CONFIRMED,4.4,,,,,,4712.91,0.826001,0.754,0.2297,4.48148
CONFIRMED,4.400037,,3.3,,,,,0.82,,,
CONFIRMED,4.399871,,2.8,,,,4810.0,0.772,,,4.594
CONFIRMED,4.39883617,,,,,,4712.91,0.826001,0.754,0.2297,4.48148
CONFIRMED,4.399739,,3.01,,,,,0.735,,,
CONFIRMED,4.400028,0.0497,2.95,,,848.0,4877.0,0.77,0.85,0.26,4.59
CONFIRMED,8.562421,0.077,7.28,,,893.0,5644.0,0.99,0.83,-0.3,4.37
CONFIRMED,8.56394776,,,,,,5545.28,1.02304,0.98,-0.422,4.4095
CONFIRMED,8.562,,,,,,5545.28,1.02304,0.98,-0.422,4.4095
CONFIRMED,8.562405,,6.0,,,,,0.83,,,
CONFIRMED,8.562328894,,6.92239107,,133.8067,867.44,5545.3,1.02304,,,4.41
CONFIRMED,8.56222,,6.89,,,,,0.928,,,
CONFIRMED,14.452,,,,,,5363.56,0.817851,0.93,-0.3547,4.5812
CONFIRMED,14.453513,,2.7,,,,,0.74,,,
CONFIRMED,14.4536756,0.1007,3.13,,,747.0,5397.0,0.83,0.86,-0.09,4.53
CONFIRMED,14.45107,,2.96,,,,,0.802,,,
CONFIRMED,14.454034,,3.2,,,,5490.0,0.802,,,4.548
CONFIRMED,14.453533,0.1081,2.91,,,655.0,5419.0,0.81,0.81,-0.28,4.53
CONFIRMED,14.45182127,,,,,,5363.56,0.817851,0.93,-0.3547,4.5812
CONFIRMED,11.716603,,4.2,,,,,0.86,,,
CONFIRMED,11.722103,,2.8,,,,5170.0,0.838,,,4.556
CONFIRMED,11.71571445,,,,,,5051.83,0.86968,0.843,0.179,4.48518
CONFIRMED,11.7195663,0.0729,3.05,,,849.0,5161.0,0.85,0.89,0.2,4.53
CONFIRMED,11.716332,0.0974,4.42,,,672.0,5200.0,0.84,0.9,0.2,4.55
CONFIRMED,11.722228,,2.7,,,,,0.799,,,
CONFIRMED,11.71885,,3.34,,,,,0.872,,,
CONFIRMED,11.72,,,,,,5051.83,0.86968,0.843,0.179,4.48518
